age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
32, Private,98034, 12th,8, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, State-gov,110045, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K
23, Private,211300, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,2,0,49, United-States, <=50K
28, Private,112870, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc,85554, Bachelors,13, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
44, Private,201789, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,3,0,50, United-States, >50K
38, Private,74287, Some-college,10, Divorced, Sales, Not-in-family, White, Male,0,0,58, United-States, <=50K
51, Private,93813, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
32, Private,119912, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,4797,0,40, United-States, <=50K
52, Private,129014, 5th-6th,4, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,27, United-States, <=50K
20, Private,148928, Some-college,10, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
22, Private,93685, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
38, Private,197569, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,1,0,40, United-States, >50K
36, Private,234732, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,3745,0,40, United-States, <=50K
36, Self-emp-not-inc,156506, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
20, Private,86993, Assoc-voc,11, Never-married, Other-service, Own-child, White, Female,0,0,17, United-States, <=50K
23, Private,233024, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,1,0,36, United-States, <=50K
61, ?,101793, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,50, United-States, <=50K
42, Self-emp-not-inc,31658, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,2,0,59, United-States, >50K
48, Private,185008, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,1,0,40, United-States, <=50K
29, Private,141250, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,1,0,35, United-States, <=50K
20, Private,99383, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,1,0,40, United-States, <=50K
26, Private,213095, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,34, United-States, <=50K
27, Private,214316, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,34, United-States, <=50K
25, Private,170279, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,3,0,50, United-States, <=50K
47, Private,176203, Doctorate,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
