age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
41, Private,128497, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,4,0,40, United-States, <=50K
28, Private,145035, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,2,0,40, United-States, <=50K
26, Private,58924, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
35, Private,121225, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,3228,0,58, United-States, <=50K
58, Private,110801, 11th,14, Married-civ-spouse, Adm-clerical, Wife, White, Female,1,0,9, United-States, <=50K
39, Private,233679, 1st-4th,2, Separated, Adm-clerical, Unmarried, Black, Female,2,0,40, United-States, <=50K
28, Private,186227, HS-grad,9, Divorced, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
35, Private,117680, HS-grad,9, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,37, United-States, <=50K
29, Private,105936, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,6,0,40, India, >50K
30, Private,110096, Bachelors,13, Married-civ-spouse, Tech-support, Husband, Black, Male,2,0,40, United-States, >50K
55, Private,151920, HS-grad,9, Divorced, Other-service, Not-in-family, White, Male,2356,0,23, United-States, <=50K
24, Private,97062, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,1,0,40, United-States, <=50K
30, Private,139714, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
35, Private,104299, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,61, United-States, <=50K
45, State-gov,115710, Some-college,10, Separated, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
27, Private,52662, Some-college,10, Never-married, Craft-repair, Not-in-family, Black, Male,2,0,40, United-States, <=50K
18, Private,47840, Assoc-voc,11, Never-married, Other-service, Own-child, White, Male,0,0,31, United-States, <=50K
26, Private,109175, 11th,14, Never-married, Other-service, Own-child, Black, Male,0,0,30, United-States, <=50K
26, Private,99352, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Male,1,0,40, United-States, <=50K
38, Private,102820, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,49, United-States, <=50K
35, Private,142956, Some-college,10, Divorced, Sales, Unmarried, Black, Male,4,0,40, United-States, >50K
32, Local-gov,91795, Some-college,10, Married-civ-spouse, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
38, Private,156602, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,2,0,60, United-States, <=50K
32, Private,167899, HS-grad,9, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,56, United-States, >50K
33, Private,175796, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,31, United-States, <=50K
